16716,27810
12981,15102
7027,13342
25663,26165
24395,25226
26005,28720
13434,29536
21848,23835
13594,28274
8284,17981
12347,23926
19857,20274
21186,28374
4851,12740
6695,22701
23852,26443
22783,28033
23773,28950
25385,25711
21803,25389
23507,29026
13019,13454
21729,27902
7395,10156
29426,29765
17146,24737
21594,25300
9439,18052
22797,23026
13756,29524
7034,24001
26570,26854
893,23714
2586,4049
6472,26573
15324,21104
6185,19541
24206,26685
20896,28263
23445,27352
24119,29008
29510,29985
127,16420
7546,12150
27664,29712
18402,19697
15512,17986
9301,16754
2126,20486
28054,29430
24553,24683
2340,4490
4568,20283
6195,10017
23175,26579
27095,28737
26915,28148
26584,27512
9354,9960
16056,19569
14383,17565
21273,21551
1537,13468
26381,27932
22421,28070
22617,24355
15565,18315
773,24109
19901,22035
2795,3555
14462,15231
29681,29826
3002,11190
8699,18581
24649,25300
28527,29692
5324,19226
22264,23365
23182,23474
19836,22726
25722,25889
5398,13575
6000,8364
27099,28446
27961,28278
29012,29044
21607,21655
11390,28674
1575,20248
435,13955
26810,28984
21822,26782
21967,24996
28774,29642
24375,25288
20966,25058
22010,22085
29826,29847
20636,21376
19516,23242
8879,11662
26399,28694
26566,29301
17146,19852
16205,28705
14658,22054
28637,29181
16159,28884
864,11922
24565,26112
3272,24413
9644,17417
25678,27271
22949,28489
5033,22520
17040,27005
25748,27810
18160,24960
26301,29399
24746,28452
21427,23466
17184,17768
6743,19173
3828,10656
22711,27865
2536,24005
26956,27521
11336,14435
1827,21489
21456,21804
23193,26886
26655,27558
2498,26269
8827,19586
11230,11715
22975,29918
20970,24469
27205,27213
23176,25646
14487,16507
3034,5307
28134,29081
5451,15274
12754,29049
20780,26522
24301,26648
9327,15187
1158,12939
23903,24747
17788,18345
29792,29807
24153,25383
19645,29985
13461,20478
14088,16587
15527,18087
19448,28123
5614,21551
13765,28719
10984,23444
17124,27474
16801,22119
28162,29537
18939,24643
3530,12914
12945,28099
8009,13781
17280,19857
22039,26778
27071,28506
25271,27870
858,21858
1793,19859
1099,18499
3246,8212
10253,17925
3376,22056
28583,29172
25989,27919
29194,29277
5739,10209
2390,16522
18229,28906
24993,26374
26493,27771
19351,26609
17309,29703
7362,19202
1899,11051
5845,6299
23081,28789
26468,27954
22367,24707
