15930,21783
11996,23089
8755,15528
2604,3493
7026,10560
2139,22166
13797,19705
4223,14717
4158,11420
15549,23727
28163,29840
6019,13012
16221,27794
8682,9466
3860,15722
588,24718
26571,29328
10534,12671
9738,29670
15196,22232
24400,28464
23256,27349
8652,11748
12900,18933
29132,29137
11937,26517
11353,26243
4136,28584
2767,12073
3775,15472
26749,27625
25215,25964
17894,20883
5253,26801
25692,28664
24535,26267
944,6173
18577,27874
28061,28974
11272,26673
10240,14395
8713,25137
2499,11610
16018,19239
14220,24946
1005,4677
20025,27366
12279,22014
1943,25537
11174,25354
4691,27465
6084,12623
22502,28341
10237,13045
25121,29117
23901,26666
2891,25800
4535,25239
13941,25340
3808,13827
12166,27481
15293,15447
14032,21080
1363,17912
3200,20402
20002,21374
27646,29245
7663,12769
19497,21174
5464,8287
18972,29197
784,23036
16225,24539
22572,29931
1594,29650
18353,19179
21437,27147
10722,12840
14507,27541
8936,23036
10052,12209
2233,21858
1878,6600
18944,24438
10641,24924
15692,17496
18068,28810
7290,21514
1846,27550
27799,29336
25253,27795
5006,22733
24869,25449
12691,22540
25283,26354
12986,13616
4792,8381
27590,29883
9614,25127
19702,21901
18818,21420
29671,29704
26440,27921
20907,28091
17300,29190
6561,8884
29043,29323
8953,17292
834,1927
22667,24527
9044,29367
7668,15047
12768,18988
16505,20762
6631,11174
19180,20663
28377,29774
28823,29561
1291,6650
15688,28617
1720,25618
14985,22097
26378,28617
28694,28794
19184,20680
15972,20769
311,27071
7746,24681
24363,27509
10842,15762
24855,26212
1490,7357
21615,24000
8512,9228
1837,24084
24983,28433
5008,13696
10888,26069
19937,21796
15286,23601
1179,28606
27663,28751
3940,13665
15705,19118
19970,21915
2263,12468
19515,29078
18952,29381
29412,29944
20081,25888
27527,29582
25383,28992
392,7532
16188,24930
27171,28897
5133,23790
6959,16790
29170,29629
29233,29944
14654,29335
11213,11837
12657,25444
10092,24190
528,21700
27316,27909
28667,29287
22416,22674
20220,23195
9052,20162
15149,23433
27901,29612
8860,12180
2169,8801
25404,25425
8376,26023
22146,24755
9493,28946
16737,29608
20144,23845
14034,22354
28123,29909
4841,8071
7860,24023
29772,29797
1941,11623
22344,29058
23423,27658
12180,25064
17552,21504
17593,24422
29117,29736
16219,24102
20718,21481
23949,28999
15746,28738
21741,22510
12665,13142
16604,28715
566,14972
15838,24616
13133,16797
6867,17189
2399,3401
24402,24745
6847,11336
5150,13907
21079,25859
4307,20602
17291,23366
4291,20546
14463,25019
12558,22934
16770,17253
14301,16246
25845,27284
9940,10189
5325,10596
13422,24713
13619,14886
27678,29368
7533,16606
25295,28514
17893,27471
6532,22684
18723,24504
18163,25893
6176,11328
7801,19800
18533,20179
6350,22330
48,7783
24107,25084
15167,29051
13354,18495
4198,21723
25202,25681
26719,29141
12328,21137
26715,29036
644,25485
21465,26688
3026,6245
15925,29604
28548,29633
23567,25741
15975,25724
17983,23142
10101,24738
7189,27894
18323,21683
9591,21406
22583,27521
21050,21480
12902,19014
13807,27949
19629,27862
14475,22641
27499,29129
15660,18353
4968,12708
26469,29536
16500,20702
9456,11911
7192,9368
2998,23924
14624,15395
19926,28462
29441,29574
12536,18951
8175,24434
21483,23589
16671,24506
3227,4080
27043,28232
1450,6131
9081,9171
8009,22400
25005,26586
11104,29837
16346,28091
25095,26170
2621,2762
25607,25996
446,27488
5302,7935
27533,29826
15477,21151
5217,27041
9978,23204
13247,28742
13741,19460
22260,27799
11913,21578
3696,13312
15126,28558
1757,7314
15901,23801
28814,29032
21518,23037
13411,28956
8769,9648
3224,10184
16308,28561
4771,9963
29836,29869
4118,19571
26499,26545
1224,9788
898,19673
11087,29146
16838,22472
15708,21723
23295,28884
6799,25172
28560,28952
15335,22167
10651,16748
872,23575
4032,8860
12759,14607
11350,16426
5538,6652
20926,26655
17736,28829
20436,28909
26923,28085
23336,26478
11861,18900
28131,28588
26245,27439
6672,21504
8393,21341
23422,25837
19074,23000
22211,26867
5251,11840
22311,26968
8815,24507
29310,29391
25205,25295
27167,27710
12106,25253
1019,16097
2377,18648
2364,3439
14535,20485
12918,21693
10324,20674
20364,26346
5380,14378
17186,22607
15404,20314
495,5404
22108,25676
12135,29998
27418,29160
14289,23771
11212,13320
5511,20335
2734,21415
1162,15664
4288,10369
1910,11483
14832,25745
4893,5022
20484,23175
19305,26375
24736,26509
23715,26654
29485,29601
24923,29884
17120,17841
14358,20606
2836,3132
6631,9394
5215,20809
10725,27280
2543,26376
3201,26991
18475,24194
26142,27834
2059,5283
443,27750
23173,24805
4879,26292
9303,18713
12022,28242
14081,26271
18275,24720
2790,22872
3237,20366
11024,25094
312,727
25471,29758
155,5871
10844,24340
18271,20996
25913,27298
9928,17135
28520,28829
24768,27348
17219,24691
28870,29255
13850,29270
12358,23839
22693,26800
22022,24697
10034,26922
15056,25927
21644,25736
16848,21659
1249,14302
23097,23526
1401,8128
5977,28889
23770,24231
18261,25374
25504,25866
5936,10925
11486,29138
23670,25563
20815,26757
23273,28293
19905,23320
5893,24747
15518,19517
20038,22581
28275,29123
26181,28312
21279,27025
23332,26271
16026,27978
7516,15397
15558,27410
5307,17628
29000,29329
26910,27645
7708,18886
3398,6361
11350,28515
29729,29827
19965,24698
12233,28038
9301,22274
20964,23775
15487,25899
17417,21048
22442,22714
19334,29583
18064,20434
8701,29731
20529,29126
1755,28971
25914,29607
5678,14979
21177,26311
321,10601
23988,25818
14744,15752
16099,20648
7009,9053
26210,27753
15035,24240
11064,17436
5882,23304
11488,11900
11856,19100
22336,29780
29036,29728
24110,28120
28430,28435
11482,21202
25870,26027
19283,24869
16206,27944
22267,29120
4435,22568
2770,19081
3154,8792
10397,13521
29085,29932
21756,24537
23683,28355
4900,14902
6725,12083
19515,28253
3090,13601
28688,29629
16467,22845
28372,29247
26339,27678
28853,29605
12275,23188
17494,21583
18842,24562
29557,29626
22101,22381
27052,29729
1915,24607
14324,29435
26233,28044
7431,20257
15382,29928
21926,27807
11365,16282
24702,25787
4059,23620
8154,27384
27151,28969
3534,17770
4556,19636
10866,29044
15237,21857
7979,10390
5161,17660
20206,26168
9538,29184
19614,24835
29114,29709
68,13754
10585,21967
26163,29298
6733,26950
13644,24238
806,12338
7692,11119
29908,29969
11383,27029
8987,24213
29676,29935
14416,19445
2145,13678
17901,18127
24683,25821
7631,13405
16185,29744
25214,29173
20892,23176
9796,17520
15564,29406
6139,11347
21379,22067
6466,28738
20777,21959
25178,28989
15566,16768
21410,29497
12199,19662
1818,20660
27858,29852
19103,26389
23814,28516
15538,27240
24248,28253
25250,25816
21541,26370
3521,27895
1825,4178
24522,28797
21305,28444
26148,27522
7605,14602
10859,13336
7893,13573
29514,29562
7843,28315
18143,27006
21516,26838
17406,20224
26702,27322
495,11428
4601,22036
21870,29122
22124,28657
24350,27593
27136,28638
1339,3381
10312,13598
29368,29388
24172,29449
12847,25748
12635,22009
10128,17524
28115,28136
16432,25547
25230,27559
4721,19740
29895,29958
17222,26367
27770,29517
16984,27334
22651,24416
5069,22808
13220,19076
22348,24525
26439,26757
12044,19238
3841,7520
25883,28677
22506,29366
20555,27532
11211,16660
20696,28025
5489,21626
198,2964
6600,12680
29745,29808
8439,19876
23963,26772
28196,28296
20600,22381
27200,27356
751,21833
9119,15889
11654,12737
29940,29963
12637,23233
1701,19638
25272,29620
62,25804
27003,28723
6144,19966
6832,14507
20671,28850
16816,18153
8040,18244
20711,22412
3663,9726
1714,23939
22870,25328
2751,5732
15228,25576
18127,29009
2481,3902
25643,25957
28377,29613
9750,17141
15701,25195
8555,27920
23795,28033
3654,20229
20383,21728
5114,7833
18028,27328
14805,28013
8208,11089
27020,27741
27727,29009
10598,25677
16557,20412
22194,27317
29713,29739
6956,25104
56,2016
11745,18718
27692,28464
13469,20902
19950,28434
29560,29610
20861,26173
8649,25318
14865,19272
23673,26236
12975,22655
20199,25583
12087,15938
6814,21327
10188,24598
404,25277
64,22644
16065,19498
18313,25343
14794,26415
26605,28459
11464,13362
24816,25507
26665,26743
21109,26461
4785,27511
1888,29809
9486,18437
9076,22704
7298,14655
849,14876
22838,27704
29469,29779
4449,29344
11483,11932
12725,23480
21221,22147
13143,13757
468,9129
11309,25856
2209,28315
12899,28207
3862,12363
18778,20748
11332,11532
25008,28432
15933,27162
3218,22119
10193,19403
18425,18445
14619,26613
8719,22928
28434,28917
22407,27348
1234,28409
7880,17909
12531,16203
2927,20642
9094,18491
26603,29821
6512,14641
23202,26888
19192,24679
21244,29072
5500,15997
12402,26563
12265,23806
15230,28780
16623,17488
1028,27922
15237,17984
1062,21613
18409,18709
28848,29628
17420,21874
13903,20423
25414,27532
18729,23796
27377,27604
20173,22120
9539,12182
15790,18726
12677,18108
21360,26406
22482,25074
22781,23750
26071,28976
17307,23954
27222,29076
24692,28835
29946,29948
5752,7807
20204,26412
16628,21230
11192,29198
4300,16017
21776,27969
25443,26118
16304,26572
28619,29199
22851,25660
12366,13558
22254,24218
12909,26061
22664,24628
29405,29893
11244,25376
14882,21699
27275,29745
19201,28886
21017,24101
14387,22087
22112,23726
24805,28135
29415,29733
24733,24737
11658,17705
1010,18033
12434,13894
18708,25820
3070,12267
22353,22360
18328,29338
9346,11485
